First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Andreas,Spang,Sweet Swede,73.0,185.0,,Unrecorded,9,3,0,
Ryan,Spann,Superman,77.0,205.0,79.0,Orthodox,22,11,0,
Ron,Sparks,The Monster,77.0,265.0,,Unrecorded,8,3,0,
Tommy,Speer,,70.0,170.0,71.0,Orthodox,21,7,0,
Patrick,Speight,,73.0,170.0,,Orthodox,7,3,0,
Sean,Spencer,Black Magic,70.0,170.0,74.0,Orthodox,12,6,0,
Felicia,Spencer,FeeNom,66.0,145.0,68.0,Orthodox,9,3,0,
Sam,Spengler,The Ram,71.0,185.0,,Orthodox,9,5,0,
Nick,Sperling,,,135.0,,Unrecorded,3,4,0,
Mario,Sperry,Zen Machine,74.0,205.0,,Orthodox,13,4,0,
Eric,Spicely,Zebrinha,73.0,185.0,73.0,Orthodox,12,6,0,
Waachiim,Spiritwolf,Native Warrior,68.0,170.0,,Unrecorded,12,13,1,
Daniel,Spitz,,79.0,245.0,82.0,Orthodox,6,3,0,
Serghei,Spivac,Polar Bear,75.0,260.0,78.0,Orthodox,17,5,0,
Daniel,Spohn,Dragon,76.0,205.0,79.0,Southpaw,15,6,0,
Pete,Spratt,The Secret Weapon,69.0,170.0,,Orthodox,25,23,0,
Austin,Springer,,68.0,145.0,71.0,Orthodox,12,4,0,
Georges,St-Pierre,Rush,71.0,185.0,76.0,Orthodox,26,2,0,
Bobby,Stack,,69.0,155.0,,Orthodox,8,3,0,
Andreas,Stahl,Real Steel,71.0,170.0,,Orthodox,10,4,0,
Ron,Stallings,The Choir Boy,74.0,170.0,75.0,Southpaw,14,8,0,
Cody,Stamann,The Spartan,66.0,135.0,64.0,Orthodox,21,8,1,
Cristina,Stanciu,Barbie,63.0,115.0,,Orthodox,5,2,0,
Brian,Stann,All American,73.0,205.0,74.0,Orthodox,12,6,0,
Josh,Stansbury,The Sandman,74.0,205.0,74.0,Orthodox,4,8,0,
Dion,Staring,Soldier,73.0,235.0,,Orthodox,35,14,0,
Lucas,Stark,,,155.0,,Unrecorded,1,5,0,
Clifford,Starks,,72.0,185.0,78.0,Orthodox,13,3,0,
Kalib,Starnes,,75.0,185.0,74.0,Orthodox,17,11,1,
Laureano,Staropoli,Pepi,73.0,185.0,71.0,Orthodox,9,5,0,
Damian,Stasiak,Webster,65.0,135.0,70.0,Orthodox,10,6,0,
Adam,Steele,,,170.0,,Unrecorded,0,1,0,
Dominique,Steele,Non-Stop Action-Packed,70.0,170.0,74.0,Orthodox,14,9,0,
Ricky,Steele,The Karate Kid,69.0,135.0,74.0,Orthodox,6,0,0,
Kody,Steele,,69.0,155.0,71.0,Orthodox,7,1,0,
Eric,Steenberg,,,155.0,,Unrecorded,5,1,0,
Steve,Steinbeiss,The Hooligan,75.0,185.0,75.0,Orthodox,9,4,0,
Ray,Steinbeiss,Ipswitch Cobra,71.0,170.0,,Orthodox,14,7,0,
Dmitri,Stepanov,,75.0,217.0,,Orthodox,0,1,0,
Jeremy,Stephens,Lil' Heathen,69.0,145.0,71.0,Orthodox,28,19,0,
Aljamain,Sterling,Funk Master,67.0,145.0,71.0,Orthodox,24,5,0,
Marc,Stevens,,69.0,155.0,,Unrecorded,21,10,0,
Joe,Stevenson,Daddy,67.0,145.0,70.0,Orthodox,33,16,0,
Maia,Stevenson,,64.0,115.0,62.0,Orthodox,6,5,0,
Luke,Stewart,,71.0,170.0,,Orthodox,6,3,0,
Darren,Stewart,The Dentist,72.0,205.0,74.0,Orthodox,12,8,0,
Kyle,Stewart,Gunz Up,72.0,170.0,76.0,Orthodox,11,3,0,
Alex,Stiebling,The Brazilian Killa,74.0,205.0,,Southpaw,19,11,1,
Tyler,Stinson,The Evolution,75.0,170.0,,Unrecorded,30,10,0,
Navajo,Stirling,,76.0,205.0,79.0,Orthodox,6,0,0,
Dan,Stittgen,The Anvil,73.0,170.0,,Orthodox,12,5,0,
Lazar,Stojadinovic,The Bronx Bomber,67.0,145.0,68.0,Southpaw,12,5,0,
Denis,Stojnic,,72.0,245.0,,Orthodox,13,3,0,
Julija,Stoliarenko,,67.0,125.0,66.0,Orthodox,11,9,2,
Dustin,Stoltzfus,,72.0,185.0,75.0,Orthodox,16,6,0,
Niklas,Stolze,Green Mask,73.0,155.0,74.0,Switch,12,6,0,
Ken,Stone,,68.0,135.0,71.0,Southpaw,11,4,0,
Ryan,Stonitsch,,69.0,170.0,,Southpaw,8,1,0,
George,Stork,,70.0,185.0,,Unrecorded,7,9,0,
Rick,Story,The Horror,69.0,170.0,71.0,Southpaw,19,9,0,
Darko,Stosic,,72.0,205.0,76.0,Orthodox,13,4,0,
Greg,Stott,Ranger,67.0,220.0,,Southpaw,0,1,0,
Curtis,Stout,,73.0,185.0,,Southpaw,11,12,1,
Sam,Stout,Hands of Stone,69.0,155.0,70.0,Orthodox,20,12,1,
Tim,Stout,,71.0,185.0,,Unrecorded,12,10,0,
Jesse,Strader,Sui Generis,67.0,135.0,70.0,Orthodox,5,3,0,
Gennaro,Strangis,,,,,Unrecorded,0,1,0,
Dave,Strasser,,70.0,170.0,,Orthodox,25,8,0,
Daniel,Straus,,67.0,145.0,71.0,Unrecorded,24,7,0,
Gerald,Strebendt,The Finishing Machine,69.0,155.0,,Orthodox,9,7,0,
Sean,Strickland,,73.0,185.0,76.0,Orthodox,29,7,0,
Mark,Striegl,Mugen,68.0,145.0,70.0,Southpaw,18,4,0,
Hans,Stringer,,75.0,205.0,,Orthodox,22,8,3,
Stefan,Struve,Skyscraper,83.0,265.0,84.0,Orthodox,33,13,0,
Josh,Stuart,,69.0,160.0,,Unrecorded,1,4,0,
Mike,Stumpf,,70.0,170.0,,Unrecorded,11,4,0,
Kyle,Sturgeon,,75.0,225.0,,Switch,0,1,0,
Tatiana,Suarez,,65.0,115.0,66.0,Southpaw,11,1,0,
Masanori,Suda,,69.0,183.0,,Orthodox,22,11,3,
Genki,Sudo,Neo-Samurai,69.0,155.0,,Orthodox,15,4,2,
Lucasz,Sudolski,,76.0,205.0,75.0,Orthodox,8,1,0,
Daisuke,Sugie,Amazon,66.0,160.0,,Orthodox,10,8,1,
Takashi,Sugiura,,71.0,225.0,,Southpaw,1,3,0,
Naho,Sugiyuma,Sugi Rock,61.0,105.0,,Unrecorded,12,5,0,
George,Sullivan,The Silencer,72.0,170.0,73.0,Orthodox,17,7,0,
Amar,Suloev,,69.0,183.0,,Orthodox,24,7,0,
Magomed,Sultanakhmedov,,74.0,185.0,,Southpaw,18,6,0,
Justin,Sumter,,74.0,185.0,80.0,Southpaw,7,3,0,
,Sumudaerji,The Tibetan Eagle,68.0,125.0,72.0,Southpaw,16,7,0,
Rama,Supandhi,Hellboy,65.0,125.0,66.0,Southpaw,8,4,0,
Aji,Susilo,,70.0,155.0,,Unrecorded,6,4,0,
Jason,Suttie,Nobunaga,72.0,210.0,,Orthodox,0,1,0,
Joel,Sutton,,71.0,205.0,,Orthodox,2,4,1,
Chad,Sutton,,73.0,185.0,,Unrecorded,2,2,0,
Danilo,Suzart,,72.0,260.0,,Orthodox,9,2,0,
Martin,Svensson,,73.0,155.0,,Unrecorded,15,6,0,
Daniel,Swain,,69.0,145.0,70.0,Orthodox,20,10,1,
Cub,Swanson,,68.0,145.0,70.0,Orthodox,30,14,0,
Mike,Swick,Quick,73.0,170.0,77.0,Orthodox,15,6,0,
Floyd,Sword,,72.0,185.0,,Orthodox,12,3,0,
Oumar,Sy,,76.0,205.0,83.0,Orthodox,11,0,0,
Klaudia,Sygula,,68.0,135.0,69.0,Orthodox,6,2,0,
Bentley,Syler,Bolivia,64.0,125.0,,Orthodox,5,1,0,
Kevin,Syler,El Nino Bala,69.0,155.0,71.0,Switch,10,1,0,
Leo,Sylvest,Lethal,71.0,205.0,,Orthodox,10,16,0,
Tony,Sylvester,,73.0,225.0,,Southpaw,11,3,0,
Tim,Sylvia,The Maine-iac,80.0,265.0,80.0,Orthodox,31,10,0,
Kevin,Szaflarski,,77.0,260.0,77.0,Orthodox,11,2,0,
Bartosz,Szewczyk,,76.0,205.0,73.0,Orthodox,8,3,1,
Osamu,Tachihikari,,77.0,300.0,,Orthodox,0,4,0,
Amber,Tackett,,,115.0,,Unrecorded,1,3,0,
Eugenio,Tadeu,,68.0,160.0,,Orthodox,2,3,0,
Justin,Tafa,Bad Man,72.0,264.0,74.0,Southpaw,7,5,0,
Junior,Tafa,The Juggernaut,75.0,240.0,75.0,Orthodox,6,3,0,
Khalid,Taha,The Warrior,65.0,135.0,69.0,Orthodox,13,5,0,
Joe,Taimanglo,The Juggernaut,64.0,135.0,,Unrecorded,23,7,1,
Tatsuro,Taira,,67.0,125.0,70.0,Orthodox,16,1,0,
Mairbek,Taisumov,Beckan,69.0,155.0,73.0,Orthodox,27,6,0,
Nobuhiko,Takada,,72.0,220.0,,Southpaw,2,6,2,
Yoshiki,Takahashi,Kazuo,71.0,199.0,,Southpaw,30,27,3,
Yoko,Takahashi,,68.0,150.0,,Unrecorded,15,12,2,
Daiju,Takase,,72.0,170.0,,Southpaw,12,15,2,
Hiroyuki,Takaya,Streetfight Bancho,66.0,139.0,,Orthodox,21,14,2,
Yoshihiro,Takayama,,77.0,280.0,,Orthodox,1,4,0,
Makoto,Takimoto,,67.0,205.0,,Southpaw,6,5,0,
Oleg,Taktarov,The Russian Bear,72.0,210.0,,Orthodox,17,5,2,
Payton,Talbott,,70.0,135.0,70.0,Switch,9,1,0,
Nordine,Taleb,,73.0,170.0,74.0,Orthodox,15,7,0,
Murtaza,Talha,,72.0,205.0,74.0,Orthodox,6,1,0,
Tsuyoshi,Tamakairiki,,72.0,220.0,,Orthodox,0,3,0,
Eli,Tamez,Tomahawk,67.0,135.0,,Unrecorded,10,0,0,
Kiyoshi,Tamura,,71.0,185.0,,Southpaw,32,13,3,
Akitoshi,Tamura,The Ironman,69.0,135.0,70.0,Orthodox,21,18,2,
Issei,Tamura,,65.0,135.0,63.0,Orthodox,10,8,0,
Jason,Tan,,70.0,170.0,,Orthodox,5,3,0,
Akihito,Tanaka,Kinniku Mantaro,,,,Southpaw,2,2,0,
Michinori,Tanaka,,65.0,135.0,67.0,Orthodox,11,3,0,
Evan,Tanner,,72.0,185.0,74.0,Orthodox,32,8,0,
Kasey,Tanner,,67.0,135.0,69.0,Orthodox,6,1,0,
Otari,Tanzilovi,,70.0,135.0,70.0,Orthodox,9,1,0,
Manny,Tapia,The Mangler,65.0,135.0,67.0,Orthodox,12,14,1,
Gary,Tapusoa,,67.0,185.0,,Unrecorded,8,3,0,
Miesha,Tate,Cupcake,66.0,135.0,65.0,Orthodox,20,9,0,
Aaron,Tau,Tauzemup,64.0,135.0,66.0,Switch,8,1,0,
Deividas,Taurosevicius,,69.0,145.0,68.0,Southpaw,17,5,0,
Thiago,Tavares,,67.0,145.0,70.0,Orthodox,21,7,1,
Jeremy,Tavares,,,135.0,,Unrecorded,1,6,0,
Brad,Tavares,,73.0,185.0,74.0,Orthodox,20,11,0,
Ramon,Taveras,The Savage,68.0,135.0,70.0,Southpaw,10,3,0,
Paul,Taylor,Relentless,72.0,155.0,72.0,Orthodox,11,6,1,
Jesse,Taylor,JT Money,72.0,170.0,73.0,Orthodox,31,15,0,
Torrance,Taylor,,67.0,155.0,,Unrecorded,13,8,1,
Louis,Taylor,Handgunz,71.0,185.0,,Orthodox,13,4,0,
Anthony,Taylor,Pretty Boy,67.0,145.0,,Unrecorded,1,3,0,
Danielle,Taylor,Dynamite,60.0,115.0,60.0,Orthodox,9,4,0,
J.T,Taylor,The Outlaw,70.0,,,Unrecorded,7,7,0,
James,Te Huna,,74.0,185.0,75.0,Orthodox,16,9,0,
Cam,Teague,Chaos,70.0,145.0,69.0,Orthodox,7,1,0,
Shawn,Teed,,77.0,265.0,,Orthodox,5,2,0,
Glover,Teixeira,,74.0,205.0,76.0,Orthodox,33,9,0,
John,Teixeira,Macapa,67.0,145.0,,Orthodox,21,2,2,
Ewerton,Teixeira,,73.0,242.0,,Unrecorded,3,1,0,
Tallison,Teixeira,Xicao,79.0,258.0,83.0,Orthodox,8,0,0,
Tra,Telligman,Trauma,74.0,233.0,,Orthodox,7,5,1,
Ramazan,Temirov,Temurlan,64.0,125.0,63.0,Orthodox,19,3,0,
Taneisha,Tennant,Triple Threat,67.0,145.0,70.0,Orthodox,5,1,0,
Herman,Terrado,,,170.0,,Unrecorded,15,3,1,
Dave,Terrel,The Bionic,68.0,170.0,,Southpaw,7,7,0,
David,Terrell,The Soul Assassin,73.0,185.0,,Southpaw,6,2,0,
James,Terry,Intensity,70.0,170.0,,Orthodox,19,9,0,
Jeff,Terry,,74.0,205.0,,Unrecorded,2,3,0,
David,Teymur,,69.0,155.0,73.0,Southpaw,8,2,0,
Daniel,Teymur,Kid Dynamite,65.0,145.0,69.0,Orthodox,7,4,0,
Motonobu,Tezuka,,67.0,135.0,,Southpaw,28,12,7,
Jason,Thacker,,70.0,185.0,,Orthodox,0,1,0,
Alexia,Thainara,Burguesinha,64.0,115.0,67.0,Orthodox,12,1,0,
Brandon,Thatch,Rukus,74.0,170.0,74.0,Switch,11,5,0,
Elias,Theodorou,The Spartan,73.0,185.0,75.0,Orthodox,16,3,0,
Nik,Theotikos,,,185.0,,Orthodox,6,2,0,
Paulo,Thiago,,71.0,170.0,74.0,Orthodox,18,9,0,
Colby,Thicknesse,Slickness,67.0,135.0,69.0,Orthodox,7,1,0,
Din,Thomas,Dinyero,69.0,155.0,,Orthodox,26,9,0,
Ryan,Thomas,The Tank Engine,72.0,170.0,,Orthodox,20,8,0,
Noah,Thomas,,69.0,135.0,,Orthodox,14,7,0,
Joel,Thomas,The NIce Guy,70.0,170.0,,Unrecorded,5,2,0,
Treston,Thomison,,68.0,145.0,,Unrecorded,10,6,0,
Nick,Thompson,The Goat,73.0,170.0,74.0,Orthodox,38,14,1,
James,Thompson,The Colossus,77.0,265.0,,Orthodox,20,16,0,
Oli,Thompson,,73.0,242.0,75.0,Orthodox,17,10,0,
Stephen,Thompson,Wonderboy,72.0,170.0,75.0,Orthodox,17,8,1,
Josh,Thomson,The Punk,70.0,155.0,71.0,Orthodox,22,9,0,
Simeon,Thoresen,The Grin,73.0,170.0,79.0,Orthodox,17,6,1,
Josh,Thornburg,,72.0,170.0,,Unrecorded,8,8,0,
Gleison,Tibau,,70.0,155.0,71.0,Southpaw,33,14,0,
Chris,Tickle,BadBoy,69.0,155.0,,Unrecorded,9,9,0,
Nolan,Ticman,,66.0,125.0,,Orthodox,4,3,0,
Darren,Till,The Gorilla,72.0,185.0,74.0,Southpaw,18,5,1,
Brett,Tillis,,,145.0,,Unrecorded,0,0,0,
Denis,Tiuliulin,,73.0,185.0,77.0,Orthodox,10,10,0,
Ryan,Tobar,,,155.0,,Unrecorded,3,3,0,
Andrew,Todhunter,The Sniper,72.0,185.0,,Switch,8,0,0,
Dusko,Todorovic,Thunder,73.0,185.0,74.0,Orthodox,12,5,0,
Tuco,Tokkos,,76.0,205.0,76.0,Orthodox,10,5,0,
Hideo,Tokoro,,67.0,135.0,,Orthodox,34,29,2,
Anatoly,Tokov,,70.0,185.0,,Unrecorded,25,2,0,
Kazuki,Tokudome,,71.0,155.0,73.0,Southpaw,18,7,1,
Puja,Tomar,Cyclone,64.0,115.0,59.0,Southpaw,9,5,0,
Tyler,Toner,,68.0,145.0,70.0,Orthodox,15,7,0,
James,Toney,Lights Out,69.0,220.0,,Orthodox,0,1,0,
Masanori,Tonooka,,68.0,185.0,,Orthodox,1,2,0,
Carl,Toomey,,,,,Unrecorded,3,3,0,
Ilia,Topuria,El Matador,67.0,145.0,69.0,Orthodox,16,0,0,
Aleksandre,Topuria,El Conquistador,67.0,135.0,68.0,Orthodox,6,1,0,
Anthony,Torres,The Crush,68.0,170.0,,Orthodox,5,3,0,
Miguel,Torres,,69.0,135.0,76.0,Orthodox,44,9,0,
Ronys,Torres,,67.0,155.0,,Orthodox,35,5,0,
Haven,Torres,,,125.0,,Unrecorded,0,0,0,
Alex,Torres,Rolo,70.0,145.0,,Orthodox,5,4,0,
Abram,Torres,,70.0,170.0,,Unrecorded,4,3,0,
Jose,Torres,Shorty,64.0,125.0,65.0,Orthodox,8,1,0,
Desmond,Torres,,66.0,135.0,69.0,Orthodox,7,2,0,
Manuel,Torres,El Loco,70.0,155.0,73.0,Switch,15,3,0,
Eduardo,Torres Caut,Cyborg,67.0,135.0,70.0,Orthodox,16,2,0,
Salim,Touahri,Grizzly,70.0,170.0,72.0,Orthodox,10,4,0,
Dequan,Townsend,The Tarantula,75.0,205.0,79.0,Orthodox,21,12,0,
Minoru,Toyonaga,,71.0,195.0,,Southpaw,2,5,0,
Slim,Trabelsi,,75.0,235.0,,Unrecorded,5,0,0,
Roberto,Traven,Spider,75.0,227.0,,Orthodox,6,4,1,
Bryan,Travers,,,155.0,,Unrecorded,15,4,0,
Alexander,Trevino,,,170.0,,Unrecorded,7,7,0,
Francisco,Trevino,Sitkayan,69.0,155.0,70.0,Orthodox,13,3,0,
Angelo,Trevino,Baby Monsta,71.0,170.0,,Switch,7,3,0,
Frank,Trigg,Twinkle Toes,69.0,170.0,71.0,Southpaw,21,9,0,
Francisco,Trinaldo,Massaranduba,69.0,170.0,70.0,Southpaw,28,9,0,
Damien,Trites,The Omen,71.0,165.0,,Unrecorded,7,6,0,
Michael,Trizano,The Lone Wolf,71.0,145.0,71.0,Orthodox,11,3,0,
Antonio,Trocoli,Malvado,78.0,185.0,79.0,Orthodox,12,5,0,
Tor,Troeng,The Hammer,74.0,185.0,,Orthodox,16,7,1,
Aaron,Trujillo,,65.0,125.0,,Unrecorded,0,1,0,
Reynaldo,Trujillo,The Truth,69.0,155.0,,Unrecorded,21,19,0,
Abel,Trujillo,Killa,68.0,155.0,70.0,Orthodox,15,8,0,
Arman,Tsarukyan,Ahalkalakets,67.0,155.0,72.0,Orthodox,22,3,0,
Rei,Tsuruya,,66.0,125.0,68.0,Orthodox,10,1,0,
Chris,Tuchscherer,The Crowbar,74.0,258.0,76.0,Orthodox,21,4,0,
Jon,Tuck,Super Saiyan,71.0,155.0,73.0,Orthodox,10,5,0,
Gavin,Tucker,Guv'nor,66.0,145.0,66.0,Southpaw,13,3,0,
Jumabieke,Tuerxun,The Wild Wolf,67.0,135.0,,Orthodox,19,4,1,
Tom,Tuggle,The Law,74.0,250.0,,Orthodox,0,3,0,
Blair,Tugman,,72.0,135.0,,Unrecorded,10,6,0,
Tai,Tuivasa,Bam Bam,74.0,264.0,75.0,Southpaw,15,8,0,
Zubaira,Tukhugov,Warrior,68.0,155.0,68.0,Orthodox,20,6,1,
Teila,Tuli,,72.0,430.0,,Orthodox,0,1,0,
Marco,Tulio,Matuto,72.0,185.0,74.0,Orthodox,13,1,0,
Nyamjargal,Tumendemberel,Art of Knockout,67.0,125.0,71.0,Orthodox,8,1,0,
Albert,Tumenov,Einstein,71.0,170.0,73.0,Orthodox,18,4,0,
Ricky,Turcios,,69.0,135.0,71.0,Orthodox,13,5,0,
Anton,Turkalj,The Pleasure Man,76.0,205.0,78.0,Orthodox,8,4,0,
Wellington,Turman,The Prodigy,72.0,170.0,72.0,Orthodox,18,8,0,
Courtney,Turner,,74.0,170.0,,Unrecorded,0,3,0,
Jalin,Turner,The Tarantula,75.0,155.0,77.0,Southpaw,14,9,0,
Austin,Tweedy,,69.0,155.0,,Orthodox,8,2,0,
Marcin,Tybura,Tybur,75.0,249.0,78.0,Orthodox,27,9,0,
Takeru,Uchida,,65.0,125.0,68.0,Southpaw,6,1,0,
Alberto,Uda,,75.0,185.0,,Orthodox,12,2,0,
Ryuki,Ueyama,,71.0,180.0,,Southpaw,12,18,5,
Christian,Uflacker,,71.0,170.0,,Unrecorded,5,0,0,
Andy,Uhrich,,72.0,170.0,,Unrecorded,11,6,0,
Tagir,Ulanbekov,,67.0,125.0,70.0,Southpaw,16,2,0,
Carlos,Ulberg,Black Jag,76.0,205.0,77.0,Orthodox,13,1,0,
Gasan,Umalatov,Cobra,71.0,170.0,71.0,Orthodox,17,4,2,
Jeremy,Umphries,,,160.0,,Unrecorded,5,2,0,
Zach,Underwood,,74.0,185.0,,Unrecorded,13,7,0,
Caol,Uno,Uno Shoten,67.0,155.0,70.0,Southpaw,33,19,5,
Kengo,Ura,Uraken,69.0,165.0,,Unrecorded,14,12,2,
Logan,Urban,Hulk,72.0,170.0,72.0,Orthodox,5,1,0,
Hector,Urbina,El Toro,71.0,170.0,73.0,Orthodox,17,10,1,
Elias,Urbina,,75.0,185.0,77.0,Southpaw,3,1,0,
Gilbert,Urbina,The RGV Bad Boy,75.0,170.0,75.0,Orthodox,7,4,0,
Nick,Urso,,66.0,125.0,66.0,Southpaw,10,3,0,
Yasuhiro,Urushitani,,65.0,125.0,,Southpaw,21,8,6,
Sho Patrick,Usami,Savage,69.0,155.0,70.0,Orthodox,4,1,0,
Kamaru,Usman,The Nigerian Nightmare,72.0,170.0,76.0,Switch,20,4,0,
Mohammed,Usman,The Motor,74.0,239.0,79.0,Orthodox,11,4,0,
Darren,Uyenoyama,BC,66.0,125.0,65.0,Orthodox,10,6,0,
Richie,Vaculik,Vas,66.0,125.0,69.0,Orthodox,10,4,0,
Artem,Vakhitov,,73.0,205.0,75.0,Orthodox,3,1,0,
Egidijus,Valavicius,,72.0,200.0,,Orthodox,29,12,0,
Genaro,Valdez,Rayadito,69.0,155.0,72.0,Orthodox,10,3,0,
Charlie,Valencia,,63.0,135.0,64.0,Orthodox,12,7,0,
Robert,Valentin,Robzilla,74.0,185.0,77.0,Orthodox,11,4,0,
Victor,Valenzuela,Joe Boxer,70.0,155.0,,Unrecorded,13,6,2,
Ivan,Valenzuela,Bam Bam,74.0,185.0,77.0,Orthodox,8,2,0,
Timur,Valiev,Lucky,66.0,135.0,67.0,Orthodox,18,3,0,
Victor,Valimaki,The Matrix,72.0,205.0,,Orthodox,18,10,0,
Andrew,Valladerez,,,135.0,,Unrecorded,5,7,0,
Kevin,Vallejos,El Chino,67.0,145.0,68.0,Switch,15,1,0,
Isaac,Vallie-Flagg,,68.0,155.0,70.0,Orthodox,16,7,1,
Joshua,Van,The Fearless,65.0,125.0,65.0,Orthodox,13,2,0,
Mike,van Arsdale,,74.0,205.0,,Switch,8,5,0,
Matt,Van Buren,Gutter,77.0,205.0,,Unrecorded,7,6,0,
Ron,van Clief,The Black Dragon,70.0,190.0,,Orthodox,0,1,0,
Lloyd,Van Dams,,73.0,240.0,,Southpaw,0,1,0,
Alain,Van der Merckt,Top Boy,,185.0,,Unrecorded,8,0,0,
Cameron,VanCamp,Jumpman,74.0,155.0,74.0,Switch,15,7,1,
Chad,Vance,,72.0,185.0,,Orthodox,7,5,0,
Jared,Vanderaa,,76.0,265.0,80.0,Orthodox,12,10,0,
Austin,Vanderford,,71.0,170.0,74.0,Orthodox,13,2,0,
Lando,Vannata,Groovy,69.0,155.0,71.0,Orthodox,12,7,2,
Paige,VanZant,12 Gauge,64.0,115.0,65.0,Orthodox,8,5,0,
Paul,Varelans,The Polar Bear,80.0,300.0,,Orthodox,9,9,0,
Kazula,Vargas,,68.0,155.0,71.0,Southpaw,12,5,0,
Jamie,Varner,,68.0,155.0,71.0,Orthodox,21,11,1,
Guilherme,Vasconcelos,Bomba,72.0,185.0,,Orthodox,9,4,0,
Linton,Vassell,The Swarm,76.0,205.0,,Unrecorded,18,5,0,
Billy,Vaughan,,66.0,155.0,,Unrecorded,12,17,0,
Yuri,Vaulin,,76.0,197.0,,Southpaw,0,1,0,
Javier,Vazquez,Showtime,67.0,145.0,69.0,Southpaw,16,5,0,
Manny,Vazquez,,70.0,125.0,72.0,Orthodox,11,2,0,
Matt,Veach,,71.0,155.0,,Orthodox,17,5,0,
Joe,Vedepo,The Doctor,72.0,185.0,,Orthodox,18,9,0,
Kelly,Velasco,Killer,69.0,135.0,,Orthodox,2,1,0,
Greg,Velasco,The Viking King,74.0,265.0,70.0,Southpaw,6,1,0,
Cain,Velasquez,,73.0,240.0,77.0,Orthodox,14,3,0,
David,Velasquez,Little,65.0,145.0,,Orthodox,10,10,0,
Bojan,Velickovic,Serbian Steel,72.0,170.0,76.0,Southpaw,15,6,1,
Karlos,Vemola,,72.0,185.0,75.0,Orthodox,17,5,0,
Luigi,Vendramini,The Italian Stallion,68.0,155.0,73.0,Orthodox,9,3,0,
Jerrel,Venetiaan,,73.0,195.0,,Orthodox,4,3,0,
Scott,Ventimiglia,Meant to Kill Ya,71.0,185.0,,Unrecorded,14,6,1,
Brandon,Vera,The Truth,75.0,230.0,78.0,Orthodox,15,7,0,
Kerry,Vera,,67.0,135.0,,Orthodox,2,0,0,
Marlon,Vera,Chito,68.0,135.0,70.0,Switch,23,10,1,
Carlos,Vera,Pequeno,66.0,135.0,69.0,Orthodox,12,4,0,
Isis,Verbeek,Fight Queen,64.0,115.0,64.0,Orthodox,5,2,0,
Ernie,Verdicia,,71.0,199.0,,Orthodox,0,1,0,
Joe,Veres,,67.0,155.0,,Orthodox,4,3,0,
Nikolay,Veretennikov,,73.0,170.0,74.0,Orthodox,12,6,0,
CJ,Vergara,,66.0,125.0,68.0,Orthodox,12,6,1,
Renato,Verissimo,Charuto,73.0,170.0,,Orthodox,7,5,0,
Bryan,Vetell,,75.0,265.0,,Southpaw,4,3,0,
Marvin,Vettori,The Italian Dream,72.0,185.0,74.0,Southpaw,19,8,1,
Hugo,Viana,Wolverine,66.0,135.0,67.0,Orthodox,8,4,0,
Guilherme,Viana,,76.0,205.0,,Unrecorded,7,3,0,
Polyana,Viana,Dama de Ferro,65.0,115.0,67.0,Orthodox,13,7,0,
Vitor,Vianna,,,205.0,,Orthodox,12,3,1,
James,Vick,The Texecutioner,75.0,155.0,76.0,Orthodox,13,5,0,
Tamires,Vidal,Tractor,66.0,135.0,68.0,Orthodox,7,4,0,
Milton,Vieira,Miltinho,72.0,145.0,,Orthodox,13,8,2,
Reginaldo,Vieira,,67.0,135.0,65.0,Orthodox,13,5,0,
Ketlen,Vieira,Fenomeno,68.0,135.0,68.0,Orthodox,14,4,0,
Rodolfo,Vieira,,72.0,185.0,73.0,Orthodox,10,3,0,
Steve,Vigneault,Lionheart,70.0,185.0,,Orthodox,12,6,0,
Alejandro,Villalobos,,67.0,145.0,,Unrecorded,17,5,0,
DeMarco,Villalona,,69.0,185.0,,Unrecorded,1,3,0,
Gian,Villante,,75.0,230.0,76.0,Orthodox,17,14,0,
Ike,Villanueva,Hurricane,73.0,205.0,73.0,Orthodox,18,14,0,
Ruben,Villareal,Warpath,76.0,265.0,,Orthodox,22,28,3,
Armando,Villarreal,La Lumbre,67.0,135.0,66.0,Southpaw,5,2,0,
Pablo,Villaseca,El Gallo,67.0,155.0,,Unrecorded,12,3,0,
Joey,Villasenor,Smokin' Joe,72.0,185.0,,Orthodox,29,10,0,
Danillo,Villefort,Indio,73.0,185.0,,Orthodox,15,5,0,
Yuri,Villefort,,72.0,170.0,73.0,Orthodox,10,5,0,
Marcos,Vinicius,Vina,69.0,125.0,,Orthodox,23,11,1,
Brandon,Visher,The Viper,66.0,135.0,68.0,Orthodox,13,3,0,
Falaniko,Vitale,Niko,70.0,185.0,,Orthodox,30,11,0,
Cheyanne,Vlismas,The Warrior Princess,63.0,115.0,63.0,Switch,7,3,0,
Bobby,Voelker,Vicious,72.0,170.0,74.0,Orthodox,19,13,0,
Mateo,Vogel,Carrapato,68.0,145.0,71.0,Orthodox,8,3,0,
Danylo,Voievodkin,,76.0,265.0,78.0,Southpaw,7,0,0,
Alexander,Volkanovski,The Great,66.0,145.0,71.0,Orthodox,26,4,0,
Jacob,Volkmann,Christmas,69.0,155.0,71.0,Southpaw,19,7,0,
Alexander,Volkov,Drago,79.0,250.0,80.0,Orthodox,38,11,0,
